buchoneado,buchonea,c,d,p
0,0,100,"(10, 20)",randInt(1) = 0
1,3,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
3,3,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,2,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
1,3,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
5,3,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
2,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
5,4,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,3,100,"(10, 20)",randInt(1) = 0
3,3,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
4,3,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
3,3,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
4,5,100,"(10, 20)",randInt(1) = 0
4,3,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
2,0,100,"(10, 20)",randInt(1) = 0
3,4,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
0,2,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
5,4,100,"(10, 20)",randInt(1) = 0
2,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,3,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
2,0,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
3,2,100,"(10, 20)",randInt(1) = 0
4,4,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
3,3,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
6,5,100,"(10, 20)",randInt(1) = 0
2,3,100,"(10, 20)",randInt(1) = 0
5,4,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
2,4,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,2,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,2,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
3,4,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
1,2,100,"(10, 20)",randInt(1) = 0
6,4,100,"(10, 20)",randInt(1) = 0
3,3,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
4,3,100,"(10, 20)",randInt(1) = 0
5,4,100,"(10, 20)",randInt(1) = 0
4,3,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
4,2,100,"(10, 20)",randInt(1) = 0
9,7,100,"(10, 20)",randInt(1) = 0
3,3,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
6,4,100,"(10, 20)",randInt(1) = 0
1,0,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
3,5,100,"(10, 20)",randInt(1) = 0
0,2,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
5,4,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
3,2,100,"(10, 20)",randInt(1) = 0
2,3,100,"(10, 20)",randInt(1) = 0
3,2,100,"(10, 20)",randInt(1) = 0
2,3,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
2,3,100,"(10, 20)",randInt(1) = 0
3,1,100,"(10, 20)",randInt(1) = 0
0,0,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
4,3,100,"(10, 20)",randInt(1) = 0
2,1,100,"(10, 20)",randInt(1) = 0
3,1,100,"(10, 20)",randInt(1) = 0
1,3,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
3,0,100,"(10, 20)",randInt(1) = 0
7,7,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
2,2,100,"(10, 20)",randInt(1) = 0
1,1,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(1) = 0
8,7,100,"(10, 20)",randInt(1) = 0
0,2,100,"(10, 20)",randInt(1) = 0
0,1,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
0,2,100,"(10, 20)",randInt(4) != 0
0,2,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
1,4,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
6,6,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
7,7,100,"(10, 20)",randInt(4) != 0
3,5,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
3,0,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
9,8,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
5,4,100,"(10, 20)",randInt(4) != 0
4,2,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,3,100,"(10, 20)",randInt(4) != 0
6,6,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
4,5,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
2,0,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
0,2,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
3,0,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,4,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
3,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
3,6,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
5,6,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
3,6,100,"(10, 20)",randInt(4) != 0
6,2,100,"(10, 20)",randInt(4) != 0
3,5,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
6,6,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
6,2,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
4,3,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
4,5,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
2,3,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
4,2,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
4,2,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
3,1,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
4,3,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
1,3,100,"(10, 20)",randInt(4) != 0
4,4,100,"(10, 20)",randInt(4) != 0
1,3,100,"(10, 20)",randInt(4) != 0
5,4,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
0,2,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,2,100,"(10, 20)",randInt(4) != 0
0,2,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
4,5,100,"(10, 20)",randInt(4) != 0
4,3,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
4,5,100,"(10, 20)",randInt(4) != 0
5,1,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
1,3,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
7,7,100,"(10, 20)",randInt(4) != 0
3,1,100,"(10, 20)",randInt(4) != 0
3,1,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
6,7,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
2,3,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
2,3,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
1,3,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
3,4,100,"(10, 20)",randInt(4) != 0
3,1,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
2,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
0,2,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
4,2,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
6,3,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
3,6,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
2,3,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
3,0,100,"(10, 20)",randInt(4) != 0
0,3,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
2,3,100,"(10, 20)",randInt(4) != 0
4,4,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
3,5,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
3,5,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
6,4,100,"(10, 20)",randInt(4) != 0
4,4,100,"(10, 20)",randInt(4) != 0
7,8,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
2,3,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
4,3,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
7,5,100,"(10, 20)",randInt(4) != 0
4,3,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
2,3,100,"(10, 20)",randInt(4) != 0
3,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
5,6,100,"(10, 20)",randInt(4) != 0
3,4,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
2,3,100,"(10, 20)",randInt(4) != 0
4,2,100,"(10, 20)",randInt(4) != 0
3,1,100,"(10, 20)",randInt(4) != 0
4,6,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
3,1,100,"(10, 20)",randInt(4) != 0
5,3,100,"(10, 20)",randInt(4) != 0
6,5,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
2,3,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,3,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
9,8,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
4,6,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
2,3,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
2,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
4,3,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
2,3,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
2,3,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
3,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
7,7,100,"(10, 20)",randInt(4) != 0
6,6,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
10,11,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
8,8,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
4,5,100,"(10, 20)",randInt(4) != 0
5,5,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
50,17,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
5,5,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,2,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
6,6,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
4,2,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
0,33,100,"(10, 20)",randInt(4) != 0
5,5,100,"(10, 20)",randInt(4) != 0
3,4,100,"(10, 20)",randInt(4) != 0
7,8,100,"(10, 20)",randInt(4) != 0
3,4,100,"(10, 20)",randInt(4) != 0
4,3,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
6,6,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
6,7,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
5,6,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
9,8,100,"(10, 20)",randInt(4) != 0
8,7,100,"(10, 20)",randInt(4) != 0
3,5,100,"(10, 20)",randInt(4) != 0
10,8,100,"(10, 20)",randInt(4) != 0
11,11,100,"(10, 20)",randInt(4) != 0
4,4,100,"(10, 20)",randInt(4) != 0
2,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
5,6,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
5,5,100,"(10, 20)",randInt(4) != 0
1,0,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
6,7,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
4,2,100,"(10, 20)",randInt(4) != 0
13,14,100,"(10, 20)",randInt(4) != 0
5,5,100,"(10, 20)",randInt(4) != 0
4,7,100,"(10, 20)",randInt(4) != 0
0,1,100,"(10, 20)",randInt(4) != 0
19,12,100,"(10, 20)",randInt(4) != 0
6,5,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
6,6,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
8,7,100,"(10, 20)",randInt(4) != 0
10,7,100,"(10, 20)",randInt(4) != 0
7,8,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
7,5,100,"(10, 20)",randInt(4) != 0
6,4,100,"(10, 20)",randInt(4) != 0
12,12,100,"(10, 20)",randInt(4) != 0
6,6,100,"(10, 20)",randInt(4) != 0
15,19,100,"(10, 20)",randInt(4) != 0
3,5,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
11,11,100,"(10, 20)",randInt(4) != 0
3,4,100,"(10, 20)",randInt(4) != 0
5,12,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
5,5,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
5,4,100,"(10, 20)",randInt(4) != 0
4,5,100,"(10, 20)",randInt(4) != 0
4,4,100,"(10, 20)",randInt(4) != 0
5,6,100,"(10, 20)",randInt(4) != 0
5,5,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
4,4,100,"(10, 20)",randInt(4) != 0
4,4,100,"(10, 20)",randInt(4) != 0
1,2,100,"(10, 20)",randInt(4) != 0
4,5,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
4,4,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
2,2,100,"(10, 20)",randInt(4) != 0
7,7,100,"(10, 20)",randInt(4) != 0
3,3,100,"(10, 20)",randInt(4) != 0
0,0,100,"(10, 20)",randInt(4) != 0
3,2,100,"(10, 20)",randInt(4) != 0
4,4,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
1,1,100,"(10, 20)",randInt(4) != 0
